track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
6,1133,3400,Car,-25.019081,-38.122944,0.007263,0.005051,0.607652,4.7,2.1
6,1135,3500,Car,-25.017393,-38.121769,0.007204,0.00501,0.60767,4.7,2.1
6,1137,3600,Car,-25.015799,-38.120659,0.007334,0.0051,0.607635,4.7,2.1
6,1139,3700,Car,-25.014864,-38.12001,0.007562,0.005258,0.607545,4.7,2.1
6,1141,3800,Car,-25.013134,-38.118805,0.007824,0.005441,0.607684,4.7,2.1
6,1143,3900,Car,-24.939173,-38.045834,0.096143,0.093319,0.770491,4.7,2.1
6,1145,4000,Car,-24.828959,-37.936737,0.216331,0.212781,0.777125,4.7,2.1
6,1147,4100,Car,-24.782827,-37.891331,0.240898,0.237203,0.777669,4.7,2.1
6,1149,4200,Car,-24.623072,-37.732998,0.385538,0.380962,0.779429,4.7,2.1
6,1151,4300,Car,-24.500849,-37.611778,0.501484,0.496161,0.780063,4.7,2.1
6,1153,4400,Car,-24.331011,-37.443481,0.626972,0.620821,0.780469,4.7,2.1
6,1155,4500,Car,-24.205215,-37.318813,0.714933,0.708179,0.780652,4.7,2.1
6,1157,4600,Car,-23.985649,-37.133072,0.891454,0.842325,0.75707,4.7,2.1
6,1159,4700,Car,-23.731695,-36.893402,0.999677,0.942663,0.756053,4.7,2.1
6,1161,4800,Car,-23.403255,-36.642002,1.215598,1.079143,0.726004,4.7,2.1
6,1163,4900,Car,-23.181499,-36.490509,1.379701,1.169042,0.702933,4.7,2.1
6,1165,5000,Car,-22.820398,-36.222267,1.576686,1.286075,0.684231,4.7,2.1
6,1167,5100,Car,-22.56706,-36.042797,1.702888,1.350824,0.670615,4.7,2.1
6,1169,5200,Car,-22.269171,-35.82655,1.813134,1.406393,0.659728,4.7,2.1
6,1171,5300,Car,-21.826273,-35.484486,1.961887,1.510671,0.656184,4.7,2.1
6,1173,5400,Car,-21.490765,-35.245811,2.008081,1.516315,0.646761,4.7,2.1
6,1175,5500,Car,-21.363359,-35.160381,1.974363,1.47357,0.641162,4.7,2.1
6,1177,5600,Car,-21.04534,-34.929588,1.973878,1.456666,0.635758,4.7,2.1
6,1179,5700,Car,-20.750467,-34.714966,1.793022,1.308586,0.630461,4.7,2.1
6,1181,5800,Car,-20.588388,-34.595402,1.664543,1.209259,0.628278,4.7,2.1
6,1183,5900,Car,-20.251587,-34.35181,1.697922,1.224178,0.624672,4.7,2.1
6,1185,6000,Car,-20.026047,-34.185108,1.600841,1.150741,0.623256,4.7,2.1
6,1187,6100,Car,-19.859854,-34.049442,1.616624,1.177357,0.629456,4.7,2.1
6,1189,6200,Car,-19.473383,-33.747143,1.708818,1.264027,0.636882,4.7,2.1
6,1191,6300,Car,-19.168983,-33.502132,1.821928,1.370586,0.644954,4.7,2.1
6,1193,6400,Car,-18.792429,-33.202087,1.945368,1.484594,0.65186,4.7,2.1
6,1195,6500,Car,-18.397268,-32.900337,1.99754,1.525983,0.652358,4.7,2.1
6,1197,6600,Car,-17.993204,-32.575031,2.119013,1.639328,0.658452,4.7,2.1
6,1199,6700,Car,-17.562223,-32.228317,2.103581,1.646405,0.664083,4.7,2.1
6,1201,6800,Car,-17.17514,-31.91754,2.107726,1.662854,0.667956,4.7,2.1
6,1203,6900,Car,-16.917549,-31.710844,2.105967,1.668941,0.67014,4.7,2.1
6,1205,7000,Car,-16.586637,-31.447622,2.11061,1.678007,0.671706,4.7,2.1
6,1207,7100,Car,-16.088345,-31.050579,2.154237,1.719325,0.673589,4.7,2.1
6,1209,7200,Car,-15.72758,-30.763758,2.107852,1.685894,0.674629,4.7,2.1
6,1211,7300,Car,-15.452549,-30.546877,1.882486,1.507253,0.67515,4.7,2.1
6,1213,7400,Car,-15.171529,-30.325895,1.769303,1.41608,0.674961,4.7,2.1
6,1215,7500,Car,-14.811359,-30.003839,1.619074,1.3405,0.691548,4.7,2.1
6,1217,7600,Car,-14.519189,-29.722244,1.622874,1.398999,0.711448,4.7,2.1
6,1219,7700,Car,-14.197883,-29.443317,1.594858,1.391518,0.717414,4.7,2.1
6,1221,7800,Car,-13.842813,-29.091446,1.674068,1.520289,0.737295,4.7,2.1
6,1223,7900,Car,-13.551365,-28.800694,1.8137,1.688508,0.749667,4.7,2.1
6,1225,8000,Car,-13.072702,-28.336679,1.955523,1.865472,0.761835,4.7,2.1
6,1227,8100,Car,-12.726772,-27.995487,2.075513,2.011039,0.769622,4.7,2.1
6,1229,8200,Car,-12.324856,-27.599808,2.172555,2.134487,0.77656,4.7,2.1
6,1231,8300,Car,-11.737103,-27.016468,2.228596,2.228773,0.785438,4.7,2.1
6,1233,8400,Car,-11.337437,-26.616657,2.212566,2.237739,0.791055,4.7,2.1
6,1235,8500,Car,-11.169815,-26.393845,2.164623,2.265866,0.808245,4.7,2.1
6,1237,8600,Car,-10.794252,-25.923075,2.119734,2.34127,0.835018,4.7,2.1
6,1239,8700,Car,-10.568558,-25.601051,2.059942,2.392185,0.859886,4.7,2.1
6,1241,8800,Car,-10.279329,-25.201679,1.997772,2.440775,0.884877,4.7,2.1
6,1243,8900,Car,-9.813122,-24.622076,1.998229,2.516447,0.899683,4.7,2.1
6,1245,9000,Car,-9.629995,-24.054398,1.753662,2.645578,0.98543,4.7,2.1
6,1247,9100,Car,-9.66019,-23.683075,1.494602,2.80673,1.081483,4.7,2.1
6,1249,9200,Car,-9.637454,-23.199623,1.23932,2.995593,1.178523,4.7,2.1
6,1251,9300,Car,-9.541539,-22.50065,0.975755,3.209811,1.275682,4.7,2.1
6,1253,9400,Car,-9.478035,-21.747276,0.717769,3.450895,1.365725,4.7,2.1
6,1255,9500,Car,-9.349354,-21.041458,0.590291,3.584943,1.407602,4.7,2.1
6,1257,9600,Car,-9.364234,-20.271698,0.328813,3.761135,1.483594,4.7,2.1
6,1259,9700,Car,-9.38347,-19.869558,0.200507,3.856272,1.518848,4.7,2.1
6,1261,9800,Car,-9.435973,-19.033844,-0.039602,4.055835,1.58056,4.7,2.1
6,1263,9900,Car,-9.513609,-18.44459,-0.226394,4.205618,1.624576,4.7,2.1
6,1265,10000,Car,-9.603338,-17.711571,-0.417421,4.359775,1.666249,4.7,2.1
6,1267,10100,Car,-9.750142,-16.517214,-0.654036,4.571452,1.712902,4.7,2.1
6,1269,10200,Car,-9.885712,-15.769683,-0.813526,4.521338,1.748822,4.7,2.1
6,1271,10300,Car,-9.924688,-15.424622,-0.843918,4.456147,1.757963,4.7,2.1
6,1273,10400,Car,-10.035464,-14.606991,-0.919925,4.470749,1.773729,4.7,2.1
6,1275,10500,Car,-10.07309,-14.076426,-0.907953,4.452482,1.771959,4.7,2.1
6,1277,10600,Car,-10.13075,-13.392279,-0.891612,4.447215,1.768661,4.7,2.1
6,1279,10700,Car,-10.358181,-12.341581,-1.037026,4.544815,1.795133,4.7,2.1
6,1281,10800,Car,-10.599123,-11.582434,-1.183188,4.447674,1.830799,4.7,2.1
6,1283,10900,Car,-10.822937,-11.224367,-1.368236,4.372535,1.87406,4.7,2.1
6,1285,11000,Car,-11.240721,-10.39558,-1.663512,4.360375,1.935259,4.7,2.1
6,1287,11100,Car,-11.725468,-9.607375,-1.888854,3.948531,2.01699,4.7,2.1
6,1289,11200,Car,-12.186074,-8.935846,-2.071574,3.631801,2.089165,4.7,2.1
6,1291,11300,Car,-12.619212,-8.215674,-2.232915,3.578757,2.12863,4.7,2.1
6,1293,11400,Car,-13.048548,-7.683561,-2.354822,3.331721,2.186064,4.7,2.1
6,1295,11500,Car,-13.310301,-7.313973,-2.388689,3.200014,2.212029,4.7,2.1
6,1297,11600,Car,-13.762414,-6.632278,-2.48679,3.175851,2.235104,4.7,2.1
6,1299,11700,Car,-14.109661,-6.038637,-2.508001,3.198616,2.23576,4.7,2.1
6,1301,11800,Car,-14.478892,-5.385943,-2.540804,3.302004,2.226644,4.7,2.1
6,1303,11900,Car,-15.180492,-4.514556,-2.701152,3.241019,2.26559,4.7,2.1
6,1305,12000,Car,-15.715219,-3.935775,-2.799483,3.123329,2.301571,4.7,2.1
6,1307,12100,Car,-16.149637,-3.619065,-2.94254,2.973023,2.351042,4.7,2.1
6,1309,12200,Car,-16.87748,-3.069568,-3.21557,2.861318,2.414424,4.7,2.1
6,1311,12300,Car,-17.516405,-2.631825,-3.44733,2.759702,2.466527,4.7,2.1
6,1313,12400,Car,-18.277069,-2.098945,-3.671213,2.669075,2.512956,4.7,2.1
6,1315,12500,Car,-19.289246,-1.403135,-3.892453,2.562785,2.559336,4.7,2.1
6,1317,12600,Car,-20.031584,-0.922372,-3.996802,2.458116,2.590202,4.7,2.1
6,1319,12700,Car,-20.524422,-0.553573,-4.045627,2.456432,2.595909,4.7,2.1
6,1321,12800,Car,-21.31744,-0.060134,-4.158026,2.393226,2.619332,4.7,2.1
6,1323,12900,Car,-22.224253,0.419363,-4.075194,2.120244,2.661853,4.7,2.1
6,1325,13000,Car,-23.118887,0.847235,-4.118419,1.945977,2.700181,4.7,2.1
6,1327,13100,Car,-23.95447,1.224333,-4.22041,1.842284,2.730007,4.7,2.1
6,1329,13200,Car,-24.820438,1.600821,-4.333328,1.760614,2.755671,4.7,2.1
6,1331,13300,Car,-25.421083,1.819481,-4.422101,1.680936,2.778339,4.7,2.1
6,1333,13400,Car,-26.411041,2.165844,-4.637478,1.604347,2.808528,4.7,2.1
6,1335,13500,Car,-27.247873,2.452322,-4.803331,1.555276,2.828454,4.7,2.1
6,1337,13600,Car,-28.154818,2.766317,-5.031215,1.555671,2.841713,4.7,2.1
6,1339,13700,Car,-29.525074,3.164171,-5.221871,1.442393,2.872091,4.7,2.1
6,1341,13800,Car,-30.545174,3.512322,-5.318837,1.435633,2.87796,4.7,2.1
6,1343,13900,Car,-31.231628,3.787157,-5.374756,1.488557,2.871411,4.7,2.1
6,1345,14000,Car,-32.391506,4.203475,-5.590257,1.574012,2.867135,4.7,2.1
6,1347,14100,Car,-33.365841,4.581197,-5.747543,1.682975,2.856739,4.7,2.1
6,1349,14200,Car,-34.5424,5.026591,-5.90791,1.796609,2.846377,4.7,2.1
6,1351,14300,Car,-36.147774,5.503849,-6.107435,1.784353,2.857343,4.7,2.1
6,1353,14400,Car,-37.267624,5.964534,-6.12496,1.891517,2.842063,4.7,2.1
6,1355,14500,Car,-38.04982,6.313376,-6.165736,2.006868,2.82692,4.7,2.1
6,1357,14600,Car,-39.258099,6.736249,-6.247742,2.047142,2.824956,4.7,2.1
6,1359,14700,Car,-40.472717,7.123511,-5.837376,1.877662,2.830383,4.7,2.1
6,1361,14800,Car,-41.572899,7.447418,-5.574648,1.736725,2.839583,4.7,2.1
6,1363,14900,Car,-42.689278,7.792331,-5.58708,1.715881,2.84362,4.7,2.1
6,1365,15000,Car,-43.648785,8.046103,-5.425142,1.599873,2.854821,4.7,2.1
6,1367,15100,Car,-44.343082,8.221676,-5.387006,1.536923,2.863674,4.7,2.1
6,1369,15200,Car,-45.562817,8.550897,-5.54505,1.531136,2.87218,4.7,2.1
6,1371,15300,Car,-46.637547,8.843466,-5.738102,1.553419,2.87721,4.7,2.1
6,1373,15400,Car,-47.823803,9.171333,-6.05429,1.621825,2.879858,4.7,2.1
6,1375,15500,Car,-49.452278,9.600847,-6.147586,1.602005,2.886671,4.7,2.1
6,1377,15600,Car,-50.828243,9.983582,-6.372964,1.65914,2.886906,4.7,2.1
6,1379,15700,Car,-51.816746,10.271426,-6.589732,1.733909,2.884302,4.7,2.1
6,1381,15800,Car,-53.387634,10.715731,-6.980873,1.85171,2.882309,4.7,2.1
6,1383,15900,Car,-54.753185,11.09858,-7.333065,1.955453,2.880994,4.7,2.1
6,1385,16000,Car,-56.390553,11.549085,-7.693214,2.054031,2.880686,4.7,2.1
6,1387,16100,Car,-58.481007,12.104223,-7.952746,2.103342,2.883033,4.7,2.1
6,1389,16200,Car,-60.09956,12.547972,-8.153266,2.161143,2.882487,4.7,2.1
6,1391,16300,Car,-61.252007,12.865748,-8.347182,2.219443,2.881714,4.7,2.1
6,1393,16400,Car,-63.166641,13.38479,-8.810228,2.344944,2.881462,4.7,2.1
6,1395,16500,Car,-65.273422,13.95587,-8.773067,2.337408,2.881211,4.7,2.1
6,1397,16600,Car,-66.194313,14.206256,-7.610229,2.02627,2.881374,4.7,2.1
6,1399,16700,Car,-67.718758,14.611381,-7.630786,2.025157,2.88218,4.7,2.1
