track_id,frame_id,timestamp_ms,agent_type,vx,vy,psi_rad,length,width,time,x,y
27,3361,200,Car,0.021395586673929,-0.0039692017154102,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:44.798,-2.1043205015809834,-14.536338823337276
27,3363,300,Car,0.021395586673929,-0.0039692017154102,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:44.898,-2.1043205015809834,-14.536338823337276
27,3364,400,Car,0.0637475165113521,-0.011787675410293,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:44.998,-2.1043205015809834,-14.536338823337276
27,3366,500,Car,0.1050426550416938,-0.0193178348352596,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:45.098,-2.1043205015809834,-14.536338823337276
27,3367,600,Car,0.1447624947613013,-0.0264149256334889,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:45.198,-2.1043205015809834,-14.536338823337276
27,3369,700,Car,0.1824673648832408,-0.0329368996097834,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:45.298,-2.1043205015809834,-14.536338823337276
27,3370,800,Car,0.2178074043736488,-0.0387451152151463,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:45.398,-2.1043205015809834,-14.536338823337276
27,3372,900,Car,0.250521007766129,-0.043708155265314,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:45.498,-2.1043205015809834,-14.536338823337276
27,3373,1000,Car,0.2804200662364176,-0.0477173736467229,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:45.598,-2.1043205015809834,-14.536338823337276
27,3375,1100,Car,0.3073851900065349,-0.0507083625462457,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:45.698,-2.1043205015809834,-14.536338823337276
27,3376,1200,Car,0.3313563075121406,-0.0526715283603352,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:45.798,-2.1043205015809834,-14.536338823337276
27,3378,1300,Car,0.3523307589086455,-0.0536459070098694,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:45.898,-2.1043205015809834,-14.536338823337276
27,3379,1400,Car,0.3703561083419692,-0.0537009824950196,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:45.998,-2.1043205015809834,-14.536338823337276
27,3381,1500,Car,0.3855249938077109,-0.0529310060479559,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:46.098,-2.1043205015809834,-14.536338823337276
27,3382,1600,Car,0.3979612665078713,-0.0514506266012661,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:46.198,-2.1043205015809834,-14.536338823337276
27,3384,1700,Car,0.4078154673849044,-0.0493953314400385,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:46.298,-2.1043205015809834,-14.536338823337276
27,3385,1800,Car,0.4152644654887893,-0.0469201581177004,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:46.398,-2.0621099125660534,-14.540002942748481
27,3387,1900,Car,0.4205203786793232,-0.0441990642102396,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:46.498,-2.019899323551124,-14.543667062159685
27,3388,2000,Car,0.423830936908165,-0.0414132198549489,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:46.598,-1.9776887345361938,-14.54733118157089
27,3390,2100,Car,0.4254833690111947,-0.0387274098872047,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:46.698,-1.9354781455212637,-14.550995300982093
27,3391,2200,Car,0.4257961041793478,-0.0362749805123563,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:46.798,-1.893267556506334,-14.554659420393298
27,3393,2300,Car,0.4251087806680309,-0.0341555277288741,-0.08658863943795621,4.6,2.1,2022-03-16 11:17:46.898,-1.8510569674914041,-14.558323539804503
27,3394,2400,Car,0.4237605961172374,-0.0324505483464321,-0.0883076402211078,4.6,2.1,2022-03-16 11:17:46.998,-1.8088463784764741,-14.561987659215706
27,3396,2500,Car,0.4220761022689978,-0.0312304097122862,-0.0883076402211078,4.6,2.1,2022-03-16 11:17:47.098,-1.7666357894615443,-14.565651778626911
27,3397,2600,Car,0.4203544459159469,-0.0305575513070621,-0.0883076402211078,4.6,2.1,2022-03-16 11:17:47.198,-1.7244252004466143,-14.569315898038115
27,3399,2700,Car,0.4188637222559555,-0.0304830714433457,-0.0883076402211078,4.6,2.1,2022-03-16 11:17:47.298,-1.6822146114316845,-14.57298001744932
27,3400,2800,Car,0.4178384310373472,-0.0310455528099673,-0.0883076402211078,4.6,2.1,2022-03-16 11:17:47.398,-1.6393699537379245,-14.57743145371986
27,3402,2900,Car,0.4174781424819195,-0.0322697584896935,-0.0883076402211078,4.6,2.1,2022-03-16 11:17:47.498,-1.5965252960441645,-14.5818828899904
27,3403,3000,Car,0.4179498233746437,-0.0341668203609125,-0.0883076402211078,4.6,2.1,2022-03-16 11:17:47.598,-1.5536806383504045,-14.58633432626094
27,3405,3100,Car,0.4193909985716381,-0.0367351734240095,-0.0883076402211078,4.6,2.1,2022-03-16 11:17:47.698,-1.5108359806566445,-14.590785762531482
27,3406,3200,Car,0.4219120983901136,-0.0399655720829096,-0.0883076402211078,4.6,2.1,2022-03-16 11:17:47.798,-1.4679913229628845,-14.595237198802021
27,3408,3300,Car,0.4255988771117991,-0.0438465475979122,-0.0883076402211078,4.6,2.1,2022-03-16 11:17:47.898,-1.4251466652691245,-14.599688635072562
27,3409,3400,Car,0.4305132406554102,-0.0483704744884329,-0.1156476144811492,4.6,2.1,2022-03-16 11:17:47.998,-1.3823020075753647,-14.604140071343103
27,3411,3500,Car,0.4366955747387857,-0.0535378669238184,-0.1156476144811492,4.6,2.1,2022-03-16 11:17:48.098,-1.3394573498816047,-14.608591507613644
27,3412,3600,Car,0.4441649808066539,-0.0593582145120308,-0.1156476144811492,4.6,2.1,2022-03-16 11:17:48.198,-1.2966126921878447,-14.613042943884183
